coach_name,coach_id,class_start_time,class_day_of_week,class_date,class_type,muscle_focus_upper,muscle_focus_lower,client_name,client_id,subscription_plan
Kendall Jones,C015,20:00,Friday,2025-12-19,Advanced,Back,Outer Glutes,Noah Shah,CL057,4_per_month
Riley Chen,C009,16:45,Wednesday,2025-01-01,Advanced,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Morgan Patel,C010,10:00,Saturday,2025-01-04,Foundation,Arm Wrap,Center Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,10:15,Wednesday,2025-01-08,Foundation,Arm Wrap,Leg Wrap,Noah Young,CL058,8_per_month
Morgan Patel,C010,11:45,Thursday,2025-01-16,Foundation,Arm Wrap,Hamstrings,Noah Young,CL058,8_per_month
Avery Harve,C002,19:30,Sunday,2025-01-19,Foundation,Back,Hamstrings,Noah Young,CL058,8_per_month
Riley Chen,C009,05:15,Monday,2025-01-27,Focus,Triceps,Center Glutes,Noah Young,CL058,8_per_month
Kendall Jones,C015,12:00,Thursday,2025-01-30,Foundation,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Devon Knight,C005,16:30,Thursday,2025-02-06,Foundation,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Kendall Jones,C015,05:00,Sunday,2025-02-09,Foundation,Biceps,Outer Glutes,Noah Young,CL058,8_per_month
Benton Watts,C006,21:15,Thursday,2025-02-13,Advanced,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Sydney Romero,C011,08:00,Wednesday,2025-02-19,Focus,Biceps,Hamstrings,Noah Young,CL058,8_per_month
Riley Chen,C009,15:00,Saturday,2025-02-22,Advanced,Biceps,Outer Glutes,Noah Young,CL058,8_per_month
Alex Blake,C008,20:15,Thursday,2025-02-27,Advanced,Back,Center Glutes,Noah Young,CL058,8_per_month
Kendall Jones,C015,12:15,Monday,2025-03-03,Focus,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,18:45,Tuesday,2025-03-04,Focus,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Sydney Romero,C011,17:15,Saturday,2025-03-08,Advanced,Biceps,Leg Wrap,Noah Young,CL058,8_per_month
Avery Harve,C002,07:45,Monday,2025-03-10,Focus,Arm Wrap,Outer Glutes,Noah Young,CL058,8_per_month
Benton Watts,C006,12:00,Tuesday,2025-03-11,Focus,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Phoenix Green,C012,08:15,Wednesday,2025-03-12,Foundation,Arm Wrap,Hamstrings,Noah Young,CL058,8_per_month
Alex Blake,C008,20:00,Friday,2025-03-14,Advanced,Arm Wrap,Hamstrings,Noah Young,CL058,8_per_month
Alex Blake,C008,11:00,Saturday,2025-03-15,Focus,Back,Hamstrings,Noah Young,CL058,8_per_month
Kendall Jones,C015,06:00,Tuesday,2025-03-25,Foundation,Triceps,Hamstrings,Noah Young,CL058,8_per_month
Hayden Klo,C001,20:15,Monday,2025-03-31,Advanced,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Finley Yaroslavsky,C003,16:30,Saturday,2025-04-05,Foundation,Shoulders,Outer Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,09:00,Tuesday,2025-04-08,Foundation,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Dette Ellis,C013,19:00,Wednesday,2025-04-09,Foundation,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Kendall Jones,C015,06:30,Thursday,2025-04-10,Focus,Back,Leg Wrap,Noah Young,CL058,8_per_month
Jon Flynn,C014,12:30,Monday,2025-04-14,Focus,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Kendall Jones,C015,08:45,Tuesday,2025-04-15,Focus,Triceps,Outer Glutes,Noah Young,CL058,8_per_month
Benton Watts,C006,18:30,Wednesday,2025-04-16,Advanced,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Jon Flynn,C014,19:30,Friday,2025-04-18,Foundation,Biceps,Leg Wrap,Noah Young,CL058,8_per_month
Benton Watts,C006,13:00,Wednesday,2025-04-23,Advanced,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Kendall Jones,C015,16:30,Sunday,2025-04-27,Focus,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Morgan Patel,C010,10:00,Wednesday,2025-04-30,Foundation,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,07:30,Thursday,2025-05-01,Advanced,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,20:00,Friday,2025-05-02,Focus,Triceps,Outer Glutes,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,16:30,Saturday,2025-05-03,Focus,Arm Wrap,Leg Wrap,Noah Young,CL058,8_per_month
Hayden Klo,C001,06:30,Thursday,2025-05-08,Foundation,Triceps,Center Glutes,Noah Young,CL058,8_per_month
Devon Knight,C005,16:30,Friday,2025-05-09,Focus,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Devon Knight,C005,19:30,Sunday,2025-05-11,Foundation,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Devon Knight,C005,09:30,Tuesday,2025-05-20,Foundation,Biceps,Outer Glutes,Noah Young,CL058,8_per_month
Alex Blake,C008,18:00,Thursday,2025-05-22,Foundation,Biceps,Leg Wrap,Noah Young,CL058,8_per_month
Phoenix Green,C012,20:30,Saturday,2025-05-24,Focus,Arm Wrap,Leg Wrap,Noah Young,CL058,8_per_month
Finley Yaroslavsky,C003,08:45,Monday,2025-05-26,Foundation,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Riley Chen,C009,08:30,Friday,2025-05-30,Focus,Back,Leg Wrap,Noah Young,CL058,8_per_month
Avery Harve,C002,18:30,Sunday,2025-06-01,Focus,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Kendall Jones,C015,11:00,Tuesday,2025-06-03,Focus,Biceps,Hamstrings,Noah Young,CL058,8_per_month
Phoenix Green,C012,12:00,Wednesday,2025-06-04,Focus,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Hayden Klo,C001,10:30,Sunday,2025-06-08,Foundation,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,21:30,Monday,2025-06-09,Advanced,Triceps,Center Glutes,Noah Young,CL058,8_per_month
Morgan Patel,C010,18:30,Wednesday,2025-06-11,Foundation,Back,Hamstrings,Noah Young,CL058,8_per_month
Devon Knight,C005,14:00,Sunday,2025-06-15,Advanced,Back,Hamstrings,Noah Young,CL058,8_per_month
Finley Yaroslavsky,C003,21:00,Monday,2025-06-16,Advanced,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,10:45,Saturday,2025-07-05,Focus,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Phoenix Green,C012,13:30,Wednesday,2025-07-09,Advanced,Back,Outer Glutes,Noah Young,CL058,8_per_month
Hayden Klo,C001,05:30,Wednesday,2025-07-16,Foundation,Back,Outer Glutes,Noah Young,CL058,8_per_month
Kendall Jones,C015,17:15,Sunday,2025-07-20,Advanced,Back,Hamstrings,Noah Young,CL058,8_per_month
Sydney Romero,C011,14:45,Tuesday,2025-07-22,Focus,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Alex Blake,C008,17:45,Wednesday,2025-07-23,Focus,Triceps,Center Glutes,Noah Young,CL058,8_per_month
Kendall Jones,C015,11:45,Thursday,2025-07-24,Focus,Triceps,Hamstrings,Noah Young,CL058,8_per_month
Devon Knight,C005,09:30,Friday,2025-07-25,Foundation,Arm Wrap,Center Glutes,Noah Young,CL058,8_per_month
Avery Harve,C002,18:15,Monday,2025-07-28,Advanced,Back,Center Glutes,Noah Young,CL058,8_per_month
Devon Knight,C005,19:45,Wednesday,2025-07-30,Advanced,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Casey Hugh,C004,16:15,Saturday,2025-08-02,Foundation,Triceps,Hamstrings,Noah Young,CL058,8_per_month
Benton Watts,C006,11:00,Sunday,2025-08-03,Focus,Back,Center Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,05:30,Monday,2025-08-04,Focus,Shoulders,Outer Glutes,Noah Young,CL058,8_per_month
Morgan Patel,C010,08:00,Wednesday,2025-08-13,Focus,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Dette Ellis,C013,18:45,Tuesday,2025-08-19,Foundation,Triceps,Outer Glutes,Noah Young,CL058,8_per_month
Dette Ellis,C013,19:45,Wednesday,2025-08-20,Advanced,Arm Wrap,Outer Glutes,Noah Young,CL058,8_per_month
Hayden Klo,C001,16:45,Saturday,2025-08-23,Advanced,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Finley Yaroslavsky,C003,16:00,Monday,2025-08-25,Focus,Triceps,Outer Glutes,Noah Young,CL058,8_per_month
Devon Knight,C005,13:30,Tuesday,2025-08-26,Foundation,Back,Outer Glutes,Noah Young,CL058,8_per_month
Alex Blake,C008,15:15,Sunday,2025-08-31,Foundation,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Phoenix Green,C012,20:45,Tuesday,2025-09-09,Advanced,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Casey Hugh,C004,15:30,Thursday,2025-09-11,Advanced,Arm Wrap,Outer Glutes,Noah Young,CL058,8_per_month
Hayden Klo,C001,15:15,Friday,2025-09-12,Advanced,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Alex Blake,C008,20:15,Thursday,2025-09-18,Focus,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,15:45,Wednesday,2025-09-24,Foundation,Back,Outer Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,10:45,Sunday,2025-09-28,Advanced,Arm Wrap,Hamstrings,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,18:00,Monday,2025-09-29,Advanced,Biceps,Center Glutes,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,14:30,Tuesday,2025-09-30,Focus,Back,Outer Glutes,Noah Young,CL058,8_per_month
Dette Ellis,C013,08:45,Thursday,2025-10-02,Foundation,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Jon Flynn,C014,19:30,Sunday,2025-10-12,Foundation,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,14:00,Monday,2025-10-13,Focus,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Sydney Romero,C011,18:30,Thursday,2025-10-16,Foundation,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Benton Watts,C006,10:30,Monday,2025-10-20,Foundation,Shoulders,Leg Wrap,Noah Young,CL058,8_per_month
Benton Watts,C006,18:45,Thursday,2025-10-23,Focus,Shoulders,Hamstrings,Noah Young,CL058,8_per_month
Casey Hugh,C004,06:45,Wednesday,2025-10-29,Focus,Arm Wrap,Leg Wrap,Noah Young,CL058,8_per_month
Hayden Klo,C001,09:15,Friday,2025-11-07,Advanced,Shoulders,Outer Glutes,Noah Young,CL058,8_per_month
Casey Hugh,C004,10:45,Monday,2025-11-10,Focus,Biceps,Outer Glutes,Noah Young,CL058,8_per_month
Morgan Patel,C010,14:00,Wednesday,2025-11-19,Focus,Arm Wrap,Center Glutes,Noah Young,CL058,8_per_month
Sydney Romero,C011,16:00,Monday,2025-11-24,Foundation,Biceps,Outer Glutes,Noah Young,CL058,8_per_month
Tylor Tquinn,C007,13:00,Tuesday,2025-11-25,Foundation,Arm Wrap,Hamstrings,Noah Young,CL058,8_per_month
Riley Chen,C009,19:00,Thursday,2025-11-27,Foundation,Triceps,Outer Glutes,Noah Young,CL058,8_per_month
Avery Harve,C002,07:15,Friday,2025-11-28,Foundation,Biceps,Hamstrings,Noah Young,CL058,8_per_month
Devon Knight,C005,09:15,Tuesday,2025-12-02,Focus,Triceps,Hamstrings,Noah Young,CL058,8_per_month
Riley Chen,C009,11:45,Sunday,2025-12-07,Foundation,Triceps,Hamstrings,Noah Young,CL058,8_per_month
Riley Chen,C009,21:30,Wednesday,2025-12-10,Foundation,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Casey Hugh,C004,14:30,Thursday,2025-12-11,Foundation,Biceps,Leg Wrap,Noah Young,CL058,8_per_month
Jon Flynn,C014,10:45,Friday,2025-12-12,Focus,Biceps,Leg Wrap,Noah Young,CL058,8_per_month
Alex Blake,C008,11:00,Saturday,2025-12-13,Focus,Triceps,Leg Wrap,Noah Young,CL058,8_per_month
Jon Flynn,C014,15:30,Sunday,2025-12-14,Foundation,Shoulders,Center Glutes,Noah Young,CL058,8_per_month
Morgan Patel,C010,09:30,Monday,2025-12-15,Advanced,Triceps,Hamstrings,Noah Young,CL058,8_per_month
Dette Ellis,C013,20:15,Sunday,2025-01-05,Focus,Back,Outer Glutes,Noah Hayes,CL059,4_per_month
Jon Flynn,C014,07:15,Monday,2025-01-13,Advanced,Shoulders,Center Glutes,Noah Hayes,CL059,4_per_month
Finley Yaroslavsky,C003,21:45,Wednesday,2025-01-15,Focus,Shoulders,Center Glutes,Noah Hayes,CL059,4_per_month
Kendall Jones,C015,07:00,Saturday,2025-01-18,Foundation,Shoulders,Center Glutes,Noah Hayes,CL059,4_per_month
Phoenix Green,C012,10:45,Thursday,2025-01-23,Advanced,Shoulders,Outer Glutes,Noah Hayes,CL059,4_per_month
Finley Yaroslavsky,C003,14:00,Friday,2025-01-31,Focus,Shoulders,Hamstrings,Noah Hayes,CL059,4_per_month
Hayden Klo,C001,09:00,Monday,2025-02-17,Foundation,Triceps,Leg Wrap,Noah Hayes,CL059,4_per_month
Phoenix Green,C012,05:45,Saturday,2025-02-22,Advanced,Back,Leg Wrap,Noah Hayes,CL059,4_per_month
Devon Knight,C005,12:15,Thursday,2025-03-20,Focus,Biceps,Center Glutes,Noah Hayes,CL059,4_per_month
Benton Watts,C006,19:00,Tuesday,2025-03-25,Foundation,Shoulders,Hamstrings,Noah Hayes,CL059,4_per_month
Dette Ellis,C013,16:30,Wednesday,2025-03-26,Foundation,Back,Hamstrings,Noah Hayes,CL059,4_per_month
Avery Harve,C002,05:00,Thursday,2025-04-03,Focus,Back,Outer Glutes,Noah Hayes,CL059,4_per_month
Benton Watts,C006,17:45,Monday,2025-04-07,Advanced,Arm Wrap,Hamstrings,Noah Hayes,CL059,4_per_month
Alex Blake,C008,06:00,Tuesday,2025-04-22,Focus,Arm Wrap,Center Glutes,Noah Hayes,CL059,4_per_month
Devon Knight,C005,11:00,Tuesday,2025-04-29,Advanced,Shoulders,Outer Glutes,Noah Hayes,CL059,4_per_month
Casey Hugh,C004,05:15,Thursday,2025-05-01,Advanced,Shoulders,Hamstrings,Noah Hayes,CL059,4_per_month
Alex Blake,C008,11:15,Friday,2025-05-16,Advanced,Shoulders,Leg Wrap,Noah Hayes,CL059,4_per_month
Avery Harve,C002,05:00,Monday,2025-05-26,Focus,Triceps,Hamstrings,Noah Hayes,CL059,4_per_month
Tylor Tquinn,C007,10:00,Saturday,2025-05-31,Advanced,Back,Hamstrings,Noah Hayes,CL059,4_per_month
Avery Harve,C002,11:45,Sunday,2025-06-01,Foundation,Back,Center Glutes,Noah Hayes,CL059,4_per_month
Kendall Jones,C015,17:00,Friday,2025-06-06,Foundation,Triceps,Leg Wrap,Noah Hayes,CL059,4_per_month
Devon Knight,C005,12:30,Monday,2025-06-09,Focus,Arm Wrap,Outer Glutes,Noah Hayes,CL059,4_per_month
Jon Flynn,C014,20:00,Saturday,2025-06-14,Foundation,Back,Leg Wrap,Noah Hayes,CL059,4_per_month
Dette Ellis,C013,06:30,Sunday,2025-06-22,Foundation,Arm Wrap,Outer Glutes,Noah Hayes,CL059,4_per_month
Phoenix Green,C012,12:00,Tuesday,2025-06-24,Focus,Back,Outer Glutes,Noah Hayes,CL059,4_per_month
Morgan Patel,C010,18:00,Thursday,2025-06-26,Advanced,Biceps,Center Glutes,Noah Hayes,CL059,4_per_month
Kendall Jones,C015,13:45,Monday,2025-07-07,Advanced,Back,Center Glutes,Noah Hayes,CL059,4_per_month
Tylor Tquinn,C007,06:30,Sunday,2025-07-20,Foundation,Back,Outer Glutes,Noah Hayes,CL059,4_per_month
Tylor Tquinn,C007,09:30,Friday,2025-07-25,Focus,Arm Wrap,Outer Glutes,Noah Hayes,CL059,4_per_month
Finley Yaroslavsky,C003,10:30,Saturday,2025-07-26,Focus,Triceps,Leg Wrap,Noah Hayes,CL059,4_per_month
Phoenix Green,C012,21:45,Saturday,2025-08-09,Advanced,Shoulders,Outer Glutes,Noah Hayes,CL059,4_per_month
Jon Flynn,C014,13:00,Tuesday,2025-08-19,Focus,Biceps,Center Glutes,Noah Hayes,CL059,4_per_month
Dette Ellis,C013,20:00,Friday,2025-08-22,Advanced,Triceps,Leg Wrap,Noah Hayes,CL059,4_per_month
Tylor Tquinn,C007,06:30,Friday,2025-08-29,Advanced,Arm Wrap,Leg Wrap,Noah Hayes,CL059,4_per_month
Benton Watts,C006,16:45,Tuesday,2025-09-16,Foundation,Biceps,Center Glutes,Noah Hayes,CL059,4_per_month
Alex Blake,C008,17:30,Monday,2025-09-22,Advanced,Triceps,Outer Glutes,Noah Hayes,CL059,4_per_month
Phoenix Green,C012,14:00,Friday,2025-09-26,Advanced,Triceps,Hamstrings,Noah Hayes,CL059,4_per_month
Morgan Patel,C010,13:15,Sunday,2025-09-28,Focus,Shoulders,Leg Wrap,Noah Hayes,CL059,4_per_month
Jon Flynn,C014,06:00,Thursday,2025-10-02,Foundation,Arm Wrap,Hamstrings,Noah Hayes,CL059,4_per_month
Alex Blake,C008,21:45,Sunday,2025-10-12,Advanced,Biceps,Center Glutes,Noah Hayes,CL059,4_per_month
Riley Chen,C009,13:45,Saturday,2025-10-18,Foundation,Biceps,Outer Glutes,Noah Hayes,CL059,4_per_month
Avery Harve,C002,18:00,Thursday,2025-10-23,Foundation,Arm Wrap,Center Glutes,Noah Hayes,CL059,4_per_month
Sydney Romero,C011,05:00,Monday,2025-11-03,Focus,Arm Wrap,Outer Glutes,Noah Hayes,CL059,4_per_month
Casey Hugh,C004,18:30,Saturday,2025-11-15,Focus,Biceps,Hamstrings,Noah Hayes,CL059,4_per_month
Morgan Patel,C010,19:45,Tuesday,2025-11-18,Focus,Arm Wrap,Leg Wrap,Noah Hayes,CL059,4_per_month
Benton Watts,C006,13:00,Saturday,2025-11-22,Advanced,Arm Wrap,Outer Glutes,Noah Hayes,CL059,4_per_month
Tylor Tquinn,C007,05:00,Monday,2025-12-01,Focus,Shoulders,Outer Glutes,Noah Hayes,CL059,4_per_month
Dette Ellis,C013,08:00,Tuesday,2025-12-16,Foundation,Shoulders,Center Glutes,Noah Hayes,CL059,4_per_month
Tylor Tquinn,C007,20:15,Thursday,2025-01-02,Focus,Back,Hamstrings,Noah Coleman,CL060,unlimited
Dette Ellis,C013,10:15,Saturday,2025-01-04,Foundation,Arm Wrap,Outer Glutes,Noah Coleman,CL060,unlimited
Casey Hugh,C004,05:15,Monday,2025-01-06,Foundation,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,16:45,Thursday,2025-01-09,Focus,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Jon Flynn,C014,19:30,Friday,2025-01-10,Advanced,Arm Wrap,Leg Wrap,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,06:30,Sunday,2025-01-12,Focus,Triceps,Outer Glutes,Noah Coleman,CL060,unlimited
Phoenix Green,C012,19:45,Tuesday,2025-01-14,Focus,Back,Leg Wrap,Noah Coleman,CL060,unlimited
Avery Harve,C002,10:15,Wednesday,2025-01-15,Foundation,Shoulders,Hamstrings,Noah Coleman,CL060,unlimited
Hayden Klo,C001,11:45,Thursday,2025-01-16,Foundation,Arm Wrap,Leg Wrap,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,16:45,Friday,2025-01-17,Advanced,Arm Wrap,Leg Wrap,Noah Coleman,CL060,unlimited
Jon Flynn,C014,17:15,Sunday,2025-01-19,Focus,Shoulders,Hamstrings,Noah Coleman,CL060,unlimited
Alex Blake,C008,06:15,Monday,2025-01-20,Advanced,Triceps,Outer Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,08:30,Tuesday,2025-01-21,Foundation,Shoulders,Center Glutes,Noah Coleman,CL060,unlimited
Dette Ellis,C013,07:45,Friday,2025-01-24,Focus,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,16:45,Monday,2025-01-27,Advanced,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Jon Flynn,C014,06:15,Wednesday,2025-01-29,Advanced,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Morgan Patel,C010,19:45,Saturday,2025-02-01,Advanced,Back,Center Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,08:15,Sunday,2025-02-02,Focus,Triceps,Leg Wrap,Noah Coleman,CL060,unlimited
Dette Ellis,C013,06:00,Wednesday,2025-02-05,Focus,Shoulders,Center Glutes,Noah Coleman,CL060,unlimited
Benton Watts,C006,14:30,Thursday,2025-02-06,Advanced,Biceps,Hamstrings,Noah Coleman,CL060,unlimited
Hayden Klo,C001,05:30,Friday,2025-02-07,Focus,Biceps,Outer Glutes,Noah Coleman,CL060,unlimited
Jon Flynn,C014,18:00,Sunday,2025-02-09,Focus,Back,Center Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,06:45,Monday,2025-02-10,Foundation,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Benton Watts,C006,05:30,Tuesday,2025-02-11,Foundation,Back,Leg Wrap,Noah Coleman,CL060,unlimited
Sydney Romero,C011,15:15,Wednesday,2025-02-12,Foundation,Shoulders,Leg Wrap,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,20:00,Thursday,2025-02-13,Foundation,Shoulders,Center Glutes,Noah Coleman,CL060,unlimited
Devon Knight,C005,16:00,Sunday,2025-02-16,Advanced,Arm Wrap,Leg Wrap,Noah Coleman,CL060,unlimited
Benton Watts,C006,06:00,Monday,2025-02-17,Advanced,Back,Outer Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,20:30,Thursday,2025-02-20,Foundation,Biceps,Leg Wrap,Noah Coleman,CL060,unlimited
Riley Chen,C009,14:15,Sunday,2025-02-23,Focus,Arm Wrap,Center Glutes,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,21:15,Tuesday,2025-02-25,Focus,Arm Wrap,Center Glutes,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,16:30,Wednesday,2025-02-26,Foundation,Arm Wrap,Outer Glutes,Noah Coleman,CL060,unlimited
Alex Blake,C008,16:00,Sunday,2025-03-02,Focus,Arm Wrap,Hamstrings,Noah Coleman,CL060,unlimited
Jon Flynn,C014,08:30,Monday,2025-03-03,Foundation,Arm Wrap,Outer Glutes,Noah Coleman,CL060,unlimited
Phoenix Green,C012,07:30,Tuesday,2025-03-04,Foundation,Arm Wrap,Leg Wrap,Noah Coleman,CL060,unlimited
Alex Blake,C008,13:00,Wednesday,2025-03-05,Advanced,Triceps,Leg Wrap,Noah Coleman,CL060,unlimited
Benton Watts,C006,18:15,Thursday,2025-03-06,Foundation,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Tylor Tquinn,C007,09:45,Friday,2025-03-07,Focus,Back,Outer Glutes,Noah Coleman,CL060,unlimited
Alex Blake,C008,12:45,Sunday,2025-03-09,Advanced,Biceps,Leg Wrap,Noah Coleman,CL060,unlimited
Morgan Patel,C010,09:30,Tuesday,2025-03-11,Foundation,Biceps,Leg Wrap,Noah Coleman,CL060,unlimited
Tylor Tquinn,C007,06:30,Wednesday,2025-03-12,Focus,Shoulders,Leg Wrap,Noah Coleman,CL060,unlimited
Alex Blake,C008,07:15,Saturday,2025-03-15,Foundation,Arm Wrap,Hamstrings,Noah Coleman,CL060,unlimited
Alex Blake,C008,11:30,Sunday,2025-03-16,Focus,Biceps,Outer Glutes,Noah Coleman,CL060,unlimited
Riley Chen,C009,07:15,Tuesday,2025-03-18,Advanced,Shoulders,Outer Glutes,Noah Coleman,CL060,unlimited
Jon Flynn,C014,11:45,Wednesday,2025-03-19,Foundation,Shoulders,Outer Glutes,Noah Coleman,CL060,unlimited
Sydney Romero,C011,11:00,Thursday,2025-03-20,Focus,Triceps,Outer Glutes,Noah Coleman,CL060,unlimited
Benton Watts,C006,18:00,Thursday,2025-03-27,Foundation,Back,Outer Glutes,Noah Coleman,CL060,unlimited
Avery Harve,C002,14:45,Friday,2025-03-28,Focus,Arm Wrap,Center Glutes,Noah Coleman,CL060,unlimited
Morgan Patel,C010,20:45,Saturday,2025-03-29,Advanced,Biceps,Leg Wrap,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,11:00,Sunday,2025-03-30,Foundation,Biceps,Hamstrings,Noah Coleman,CL060,unlimited
Finley Yaroslavsky,C003,20:00,Tuesday,2025-04-01,Foundation,Arm Wrap,Outer Glutes,Noah Coleman,CL060,unlimited
Casey Hugh,C004,18:45,Friday,2025-04-04,Focus,Triceps,Center Glutes,Noah Coleman,CL060,unlimited
Hayden Klo,C001,20:15,Saturday,2025-04-05,Foundation,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Benton Watts,C006,20:45,Tuesday,2025-04-08,Advanced,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Riley Chen,C009,05:30,Thursday,2025-04-10,Foundation,Shoulders,Hamstrings,Noah Coleman,CL060,unlimited
Riley Chen,C009,06:15,Friday,2025-04-11,Foundation,Arm Wrap,Center Glutes,Noah Coleman,CL060,unlimited
Hayden Klo,C001,07:15,Saturday,2025-04-12,Foundation,Shoulders,Leg Wrap,Noah Coleman,CL060,unlimited
Sydney Romero,C011,19:30,Sunday,2025-04-13,Foundation,Shoulders,Hamstrings,Noah Coleman,CL060,unlimited
Avery Harve,C002,05:45,Monday,2025-04-14,Advanced,Shoulders,Center Glutes,Noah Coleman,CL060,unlimited
Riley Chen,C009,10:00,Thursday,2025-04-17,Advanced,Back,Center Glutes,Noah Coleman,CL060,unlimited
Hayden Klo,C001,05:45,Saturday,2025-04-19,Advanced,Shoulders,Leg Wrap,Noah Coleman,CL060,unlimited
Kendall Jones,C015,10:45,Monday,2025-04-21,Focus,Triceps,Hamstrings,Noah Coleman,CL060,unlimited
Benton Watts,C006,10:30,Tuesday,2025-04-22,Foundation,Back,Leg Wrap,Noah Coleman,CL060,unlimited
Tylor Tquinn,C007,07:45,Wednesday,2025-04-23,Focus,Biceps,Outer Glutes,Noah Coleman,CL060,unlimited
Avery Harve,C002,19:45,Friday,2025-04-25,Foundation,Arm Wrap,Leg Wrap,Noah Coleman,CL060,unlimited
Riley Chen,C009,06:15,Saturday,2025-04-26,Foundation,Arm Wrap,Outer Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,13:30,Sunday,2025-04-27,Advanced,Shoulders,Leg Wrap,Noah Coleman,CL060,unlimited
Jon Flynn,C014,13:15,Monday,2025-04-28,Foundation,Shoulders,Outer Glutes,Noah Coleman,CL060,unlimited
Riley Chen,C009,17:45,Wednesday,2025-04-30,Advanced,Biceps,Center Glutes,Noah Coleman,CL060,unlimited
Kendall Jones,C015,20:30,Thursday,2025-05-01,Foundation,Arm Wrap,Center Glutes,Noah Coleman,CL060,unlimited
Phoenix Green,C012,05:15,Friday,2025-05-02,Focus,Biceps,Outer Glutes,Noah Coleman,CL060,unlimited
Phoenix Green,C012,12:45,Saturday,2025-05-03,Foundation,Shoulders,Center Glutes,Noah Coleman,CL060,unlimited
Hayden Klo,C001,14:00,Sunday,2025-05-04,Foundation,Triceps,Center Glutes,Noah Coleman,CL060,unlimited
Riley Chen,C009,08:15,Tuesday,2025-05-06,Focus,Shoulders,Hamstrings,Noah Coleman,CL060,unlimited
